ticker,Accuracy_no_sentiment,RMSE_no_sentiment,MAE_no_sentiment,MAPE_no_sentiment,Accuracy_with_sentiment,RMSE_with_sentiment,MAE_with_sentiment,MAPE_with_sentiment
AAPL,30.888108886139236,0.038143410856321475,0.032743312618364606,9.669982258510128,31.438600035352643,0.033787060923383544,0.028872967114109357,9.615632647626018
