ticker,Accuracy_mean,RMSE_mean,MAE_mean,MAPE_mean,Accuracy_sum,RMSE_sum,MAE_sum,MAPE_sum
AAPL,31.903234766798818,0.03311812421377882,0.028111189699760168,9.483196676339052,30.903260018686396,0.0394838584026576,0.033982696815075486,9.66215618904092
