date,open,high,low,close,volume,ticker
2020-02-19,77.65730009675248,78.76634519119376,77.65730009675248,78.53579711914062,93984000,AAPL
2020-02-20,78.29554123010857,78.78575023333428,77.22289659591061,77.73009490966797,100566000,AAPL
2020-02-21,77.32237337955563,77.76648004856685,75.35182129897947,75.97064971923828,129554000,AAPL
2020-02-24,72.13877707909086,73.8181119648714,70.19006459555902,72.3620376586914,222195200,AAPL
2020-02-25,73.03426594239946,73.41769559790279,69.4377605020185,69.91098022460938,230673600,AAPL
2020-02-26,69.53482499231708,72.28923357582319,69.5275449173606,71.02001953125,198054800,AAPL
2020-02-27,68.21707461192374,69.40620033933959,66.24166381662789,66.3775634765625,320605600,AAPL
2020-02-28,62.431610947009084,67.56427105877654,62.21562305087625,66.33873748779297,426510000,AAPL
2020-03-02,68.50343887480543,73.15317015362184,67.39682304876307,72.51492309570312,341397200,AAPL
2020-03-03,73.69435237651876,73.77443320656704,69.35767141404621,70.21190643310547,319475600,AAPL
2020-03-04,71.93979075665263,73.62883516639074,71.1365235531404,73.46866607666016,219178400,AAPL
2020-03-05,71.71649259248731,72.69448862777347,70.71908549659396,71.08553314208984,187572800,AAPL
2020-03-06,68.43549184953756,70.57592284013839,68.24863164787311,70.14152526855469,226176800,AAPL
2020-03-09,64.00658563730508,67.48660157527603,63.82457638904733,64.5938720703125,286744800,AAPL
2020-03-10,67.25605431560939,69.51296580827801,65.37043395043041,69.24601745605469,285290000,AAPL
2020-03-11,67.31673591637701,68.24619329059158,65.9747138459021,66.84107971191406,255598800,AAPL
2020-03-12,62.11126834135515,65.52333473547242,60.18439634961911,60.240211486816406,418474000,AAPL
2020-03-13,64.28325061879912,67.93071607578169,61.38565875889742,67.45748901367188,370732000,AAPL
2020-03-16,58.71619413875295,62.873283657436204,58.242970742071286,58.779293060302734,322423600,AAPL
2020-03-17,60.06548110830406,62.516536915107906,57.854675154192996,61.36381530761719,324056000,AAPL
2020-03-18,58.18714954728448,60.66975488014331,57.54404792376218,59.86163330078125,300233600,AAPL
2020-03-19,60.036365596883776,61.35896558109421,58.87636011980493,59.40297317504883,271857200,AAPL
2020-03-20,59.98539501929856,61.11385462075303,55.330813454385684,55.631736755371094,401693200,AAPL
2020-03-23,55.350234801464175,55.45215955190559,51.595989830091725,54.449893951416016,336752800,AAPL
2020-03-24,57.359609676283746,60.10916324280381,56.85969151927787,59.912593841552734,287531200,AAPL
2020-03-25,60.85176020184459,62.67185273031452,59.286481367958,59.582550048828125,303602000,AAPL
2020-03-26,59.825241722917845,62.77621621978865,59.786412185369784,62.71797561645508,252087200,AAPL
2020-03-27,61.33712415208677,62.09428153233142,59.95385443702902,60.12130355834961,204216800,AAPL
2020-03-30,60.849334516621546,62.0093398541759,60.52414183848412,61.8370361328125,167976400,AAPL
2020-03-31,62.02875857181586,63.70081315714961,61.15511262455559,61.710845947265625,197002000,AAPL
2020-04-01,59.82037714150967,60.35912485054445,58.03183398758983,58.463802337646484,176218400,AAPL
2020-04-02,58.32547341461665,59.49275888105111,57.49065701285396,59.439369201660156,165934000,AAPL
2020-04-03,58.92247157470053,59.62623930857482,57.99301040837071,58.585147857666016,129880000,AAPL
2020-04-06,60.88816303362977,63.851271716138356,60.51929359909339,63.695960998535156,201820400,AAPL
2020-04-07,65.71747694762487,65.93589399470639,62.853867417629125,62.95821762084961,202887200,AAPL
2020-04-08,63.76147021932345,64.88507503558087,63.39503001062034,64.56959533691406,168895200,AAPL
2020-04-09,65.20785277807086,65.54032183594127,64.23713674062121,65.0355453491211,161834800,AAPL
2020-04-13,65.11321477612952,66.42125839971293,64.51136807094039,66.31204986572266,131022800,AAPL
2020-04-14,67.95011914666873,69.95222087152594,67.47689214022147,69.66100311279297,194994800,AAPL
2020-04-15,68.53258444344398,69.48631164151828,68.10304505192437,69.02522277832031,131154400,AAPL
2020-04-16,69.74110330393147,69.94010189303526,68.52042803590564,69.57365417480469,157125200,AAPL
2020-04-17,69.08829799292641,69.63675500516926,67.1881169210457,68.62963104248047,215250000,AAPL
2020-04-20,67.45263070247596,68.35781862849281,67.18568232250739,67.20509338378906,130015200,AAPL
2020-04-21,67.04735361351801,67.28275253901889,64.41428499057956,65.12776184082031,180991600,AAPL
2020-04-22,66.39940158614417,67.4404966317663,66.05723069304202,67.00367736816406,116862400,AAPL
2020-04-23,66.94786041444767,68.37481424450658,66.7051813931717,66.74401092529297,124814400,AAPL
2020-04-24,67.27062788736906,68.68059241326806,67.22208912055947,68.67088317871094,126161200,AAPL
2020-04-27,68.38693731564892,69.05188279302438,67.93798710304658,68.71941375732422,117087600,AAPL
2020-04-28,69.18294368703222,69.36495298340253,67.51331796268283,67.60552978515625,112004800,AAPL
2020-04-29,69.0979975124322,70.29683242001799,68.89414803177873,69.82603454589844,137280800,AAPL
2020-04-30,70.36721610873765,71.47626115798072,69.976506388418,71.29910278320312,183064000,AAPL
2020-05-01,69.46686565282405,72.56102298757865,69.3697955313602,70.1512222290039,240616800,AAPL
2020-05-04,70.17548910786692,71.27239551263796,69.48385248239573,71.1437759399414,133568000,AAPL
2020-05-05,71.60485047587322,73.04636403298885,71.45924162451303,72.2115478515625,147751200,AAPL
2020-05-06,72.91535293184648,73.59000046531965,72.52949409062046,72.95661163330078,142333600,AAPL
2020-05-07,73.58510570365976,74.05833258117494,73.28175704011753,73.71129608154297,115215200,AAPL
2020-05-08,74.37321360469922,75.51932400836401,74.04470854157813,75.46578979492188,133838400,AAPL
2020-05-11,74.97179206318708,77.1496439064148,74.76251932824728,76.65324401855469,145946400,AAPL
2020-05-12,77.33946490194451,77.79207364909227,75.65558421726155,75.77725219726562,162301200,AAPL
2020-05-13,75.95731647939719,76.88199755928032,73.78189245874619,74.8623046875,200622400,AAPL
2020-05-14,74.09822517948626,75.38303857132479,73.373081446864,75.32220458984375,158929200,AAPL
2020-05-15,73.08596566629879,74.92314940994656,73.0518950634004,74.87691497802734,166348400,AAPL
2020-05-18,76.20553955193793,77.01584517686892,75.51203045613542,76.64110565185547,135178400,AAPL
2020-05-19,76.65813571214994,77.50737593072427,76.16659969162133,76.19823455810547,101729600,AAPL
2020-05-20,77.05961137211806,77.7506844400657,77.0206767368224,77.68012237548828,111504800,AAPL
2020-05-21,77.54145075007376,78.08409270413537,76.8625412299203,77.10101318359375,102688800,AAPL
2020-05-22,76.83819763463005,77.68014544919457,76.73600068439247,77.597412109375,81803200,AAPL
2020-05-26,78.71918198527375,78.89924821688763,77.01583028852903,77.0718002319336,125522000,AAPL
2020-05-27,76.92825084418656,77.55361875487274,76.1860715476681,77.4076156616211,112945200,AAPL
2020-05-28,77.08153336599706,78.70458757066594,76.80413421876992,77.4416732788086,133560800,AAPL
2020-05-29,77.68498800975172,78.1473247460618,77.00851448794498,77.36621856689453,153532400,AAPL
2020-06-01,77.31999390359594,78.43934069786921,77.18859041846218,78.31767272949219,80791200,AAPL
2020-06-02,78.05002036888385,78.70459478928636,77.60714707589307,78.68025970458984,87642800,AAPL
2020-06-03,79.00144797787304,79.37618740858451,78.42717129207927,79.1133804321289,104491200,AAPL
2020-06-04,78.93575218035002,79.23505064541881,78.05730554159499,78.43204498291016,87560400,AAPL
2020-06-05,78.68267663769132,80.72669702130025,78.65347751344345,80.66586303710938,137250400,AAPL
2020-06-08,80.36169309987528,81.17686997307266,79.64872058754821,81.1427993774414,95654400,AAPL
2020-06-09,80.82160644800746,84.09933458379527,80.7899715861673,83.70513153076172,147712400,AAPL
2020-06-10,84.65657009743241,86.32828677869298,84.2161326502249,85.85865020751953,166651600,AAPL
2020-06-11,84.99968556796321,85.42552350785493,81.63435243044103,81.7365493774414,201662400,AAPL
2020-06-12,83.882782549069,84.63225412884543,81.32775466079362,82.44223022460938,200146000,AAPL
2020-06-15,81.09172454239201,84.11638933497538,80.92868614982926,83.4618148803711,138808800,AAPL
2020-06-16,85.52287705469922,85.9462867868449,83.88279462660299,85.67374420166016,165428800,AAPL
2020-06-17,86.42076455774615,86.48159854763982,85.43282115595484,85.55448913574219,114406400,AAPL
2020-06-18,85.51069272033729,86.00710017036369,84.97778636060843,85.58856201171875,96820400,AAPL
2020-06-19,86.29667304189616,86.76387395155108,83.98740960809002,85.09945678710938,264476000,AAPL
2020-06-22,85.4936540555532,87.46954083393744,85.4474196297417,87.32597351074219,135445200,AAPL
2020-06-23,88.5742789095001,90.61343520003089,88.15330507538052,89.1899185180664,212155600,AAPL
2020-06-24,88.81760424211798,89.73984939011008,87.2407849235748,87.61552429199219,192623200,AAPL
2020-06-25,87.77127955859044,88.81762116630449,87.00963685193202,88.7786865234375,137522400,AAPL
2020-06-26,88.67404914924855,88.89548574168278,85.90244927933195,86.05088806152344,205256800,AAPL
2020-06-29,85.95841023076125,88.12896981599859,85.4790381908906,88.03406524658203,130646000,AAPL
2020-06-30,87.62042049858218,89.05610878837916,87.60095688672507,88.76896667480469,140223200,AAPL
2020-07-01,88.84683067288958,89.3919008846663,88.55239622020926,88.60105895996094,110737200,AAPL
2020-07-02,89.51114056301097,90.14867963414797,88.4866981798334,88.60105895996094,114041600,AAPL
2020-07-06,90.03431584668381,91.44079756476127,90.00268097997908,90.97116088867188,118655600,AAPL
2020-07-07,91.35074735374833,92.13185365235528,90.57694083639849,90.68887329101562,112424400,AAPL
2020-07-08,91.6695298380442,92.83267551468656,91.58192502451845,92.80104064941406,117092000,AAPL
2020-07-09,93.69651141665871,93.7500456266075,92.14889822617897,93.20011138916016,125642800,AAPL
2020-07-10,92.79373863774762,93.42154960385396,92.18053466189855,93.36314392089844,90257200,AAPL
2020-07-13,94.67229242141129,97.29058984952216,92.7183048684692,92.93244171142578,191649200,AAPL
2020-07-14,92.31192546978035,94.66255171537146,91.37508797222462,94.47032165527344,170989200,AAPL
2020-07-15,96.35130500289155,96.60194074558854,93.91794539378512,95.12002563476562,153198000,AAPL
2020-07-16,93.98851197519926,94.8085529497705,93.3485372297674,93.94957733154297,110577600,AAPL
2020-07-17,94.40218371971898,94.55791486444917,93.2852651867788,93.75977325439453,92186800,AAPL
2020-07-20,93.84741229511815,95.87439820805507,93.5018718564598,95.7356948852539,90318000,AAPL
2020-07-21,96.52893470179353,96.60436824916565,94.16370906625916,94.41434478759766,103433200,AAPL
2020-07-22,94.11503193744338,95.36334640624791,94.02743456995962,94.67957305908203,89001600,AAPL
2020-07-23,94.41191626887031,94.48978555792418,89.55736834691913,90.37010955810547,197004400,AAPL
2020-07-24,88.56212813927338,90.49178057488463,86.76873582504383,90.146240234375,185438800,AAPL
2020-07-27,91.21203824708473,92.37518368443884,90.98817335217583,92.28271484375,121214000,AAPL
2020-07-28,91.85202279586937,92.02966071554671,90.7618750492638,90.7667465209961,103625600,AAPL
2020-07-29,91.2509849817971,92.69153713216036,91.21448607300921,92.50659942626953,90329200,AAPL
2020-07-30,91.67682263526055,93.73057872513968,91.26802000602063,93.62594604492188,158130000,AAPL
2020-07-31,100.14247783391713,103.578380221725,98.13738457841312,103.4275131225586,374336800,AAPL
2020-08-03,105.31578641481019,108.66165541676666,105.01648797674454,106.03363037109375,308151200,AAPL
2020-08-04,106.22343825153119,107.83675673192468,105.49829447245462,106.74174499511719,173071600,AAPL
2020-08-05,106.46192391970698,107.44986737596928,105.99471558411307,107.128662109375,121776800,AAPL
2020-08-06,107.46203450000841,111.36270996964782,106.87072984975072,110.86630249023438,202428800,AAPL
2020-08-07,110.38605796245164,110.84435557432207,107.54608428478957,108.34566497802734,198045600,AAPL
2020-08-10,109.79612844927841,110.94187256781626,107.26087294038835,109.92045593261719,212403600,AAPL
2020-08-11,109.18181072713648,109.68154587218592,106.3905875156011,106.65142822265625,187902400,AAPL
2020-08-12,107.74596015397132,110.45430050917179,107.5509434007205,110.1958999633789,165598000,AAPL
2020-08-13,111.58053628624776,113.15288579947423,111.09054684512458,112.1460952758789,210082000,AAPL
2020-08-14,111.97058828094455,112.13635327859295,110.23003348739779,112.04615783691406,165565200,AAPL
2020-08-17,113.17239437524739,113.19677333095444,111.12468856587184,111.75362396240234,119561600,AAPL
2020-08-18,111.50499906976243,113.11147363228434,111.16858875529117,112.68486785888672,105633600,AAPL
2020-08-19,113.09440184356299,114.2450187969475,112.73117989850726,112.82624816894531,145538000,AAPL
2020-08-20,112.86768515883944,115.44438550181255,112.85061914452253,115.3298110961914,126907200,AAPL
2020-08-21,116.29271066660041,121.7581423853081,116.28052490809851,121.27303314208984,338054800,AAPL
2020-08-24,125.49275690245359,125.57808696417352,120.85129254611644,122.72348022460938,345937600,AAPL
2020-08-25,121.59238528346616,122.0628686712799,119.98834358364527,121.71670532226562,211495600,AAPL
2020-08-26,123.03797806314277,123.83024591014328,121.96780346196795,123.3719482421875,163022400,AAPL
2020-08-27,123.9765079967238,124.31047816436129,120.74892572684594,121.89710998535156,155552400,AAPL
2020-08-28,122.87464209761984,123.29393490492009,121.47537761438699,121.69965362548828,187630000,AAPL
2020-08-31,124.40308551783176,127.73792106083117,122.86242789057044,125.82672119140625,225702700,AAPL
2020-09-01,129.45410665665014,131.44331646895694,127.27964057724809,130.8387451171875,151948100,AAPL
2020-09-02,134.16380741866254,134.54409526224742,123.8375172300071,128.12794494628906,200119000,AAPL
2020-09-03,123.74978578666541,125.6317192300971,117.49939923565937,117.86993408203125,257599600,AAPL
2020-09-04,117.08009977010788,120.61970534748437,108.1286934708545,117.94793701171875,332607200,AAPL
2020-09-08,111.11249423218894,116.02699258808728,109.87412215270822,110.01063537597656,231366600,AAPL
2020-09-09,114.34007891543482,116.17326184567966,112.38988145965452,114.3985824584961,176940500,AAPL
2020-09-10,117.36287872631232,117.49939194752987,109.69860244063993,110.66394805908203,182274400,AAPL
2020-09-11,111.71708646376179,112.36065534202551,107.26088455745152,109.2110824584961,180860300,AAPL
2020-09-14,111.8633336140555,113.0432022491566,109.9911457355189,112.48739624023438,140150100,AAPL
2020-09-15,115.38343686650313,115.87098624147585,110.78096957645455,112.66291046142578,184642000,AAPL
2020-09-16,112.36063408677491,113.11145686330157,109.25006664242188,109.33782196044922,154679000,AAPL
2020-09-17,106.9878355070113,109.40607622888594,106.00298369138476,107.59239196777344,178011000,AAPL
2020-09-18,107.65089112215993,108.11893430232509,103.44821093361564,104.17953491210938,287104900,AAPL
2020-09-21,101.93681947130294,107.44612864015869,100.53267495607115,107.3388671875,195713800,AAPL
2020-09-22,109.87413362126594,110.0496517037046,106.44178910174857,109.02579498291016,183055400,AAPL
2020-09-23,108.84052779447258,109.31832411053182,104.11129279067556,104.45258331298828,150718700,AAPL
2020-09-24,102.55112314626282,107.50462606943356,102.38535816136529,105.52517700195312,167743300,AAPL
2020-09-25,105.72996379838419,109.64011209223098,104.98888662302512,109.48409271240234,149981400,AAPL
2020-09-28,112.14611662005213,112.44839487161504,109.97164299267533,112.09735870361328,137672400,AAPL
2020-09-29,111.69756779185069,112.43863750540089,110.74196771781253,111.24901580810547,99382200,AAPL
2020-09-30,110.95648937570999,114.34008328098176,110.79072437109879,112.92618560791016,142675200,AAPL
2020-10-01,114.71059960151675,114.78860927558267,112.94567350239404,113.88176727294922,116120400,AAPL
2020-10-02,110.07889779908955,112.49714598356358,109.42558341904119,110.20565795898438,144712000,AAPL
2020-10-05,111.07351187039006,113.7452805953654,110.72247569462236,113.59901428222656,106243800,AAPL
2020-10-06,112.81890702677832,113.22845409992826,109.45481977342668,110.3421630859375,161498200,AAPL
2020-10-07,111.76582617611366,112.6726683499166,111.28802241183179,112.21437072753906,96849000,AAPL
2020-10-08,113.35522661630749,113.50149291272723,111.73655916424462,112.10710144042969,83477200,AAPL
2020-10-09,112.4093925986349,114.08656378648601,112.0583564226003,114.05731201171875,100506900,AAPL
2020-10-12,117.07035185818188,122.06286006446172,116.30977603444282,121.30228424072266,240226800,AAPL
2020-10-13,122.15060951635888,122.26762403724531,116.67055964456534,118.0844497680664,262330500,AAPL
2020-10-14,117.98694718210373,119.96639642799329,116.6413136031742,118.1722183227539,150712000,AAPL
2020-10-15,115.7637332845987,118.1819741959685,115.20792725389234,117.70417785644531,112559200,AAPL
2020-10-16,118.25996903954183,118.52324985437662,115.85147406239771,116.05624389648438,115393800,AAPL
2020-10-19,116.97285386966553,117.42139843534454,112.77993339601544,113.09196472167969,120639300,AAPL
2020-10-20,113.306462726598,116.01724328424638,112.7506567810562,114.58384704589844,124423700,AAPL
2020-10-21,113.76476887802791,115.75397121203213,113.55024596366279,113.95979309082031,89946000,AAPL
2020-10-22,114.52534835538113,115.10066050216787,111.7365652586778,112.86768341064453,101988000,AAPL
2020-10-23,113.49175118318755,113.64777056546903,111.43429207568546,112.17536926269531,82572600,AAPL
2020-10-26,111.17100086591333,113.647752367436,110.06913461337588,112.18510437011719,111850700,AAPL
2020-10-27,112.61415768734956,114.35958542213467,111.68781680839272,113.69651794433594,92276800,AAPL
2020-10-28,112.18510507312128,112.55563988990885,108.33346085906479,108.43096923828125,143937800,AAPL
2020-10-29,109.57185625388539,114.01830445888464,109.40608380178328,112.44839477539062,146129200,AAPL
2020-10-30,108.2944759702273,109.20131819888869,105.0376493800456,106.14926147460938,190272600,AAPL
2020-11-02,106.39302272628981,107.9239274305086,104.64759511176818,106.06148529052734,122866900,AAPL
2020-11-03,106.92935018693291,108.7137755407047,106.02250790182312,107.68992614746094,107624400,AAPL
2020-11-04,111.29777308441078,112.71166332605715,109.55234539225575,112.08760070800781,138235500,AAPL
2020-11-05,115.01289346688455,116.64131401748298,113.95979248109225,116.06600189208984,126387100,AAPL
2020-11-06,115.57273140177695,116.43229602708031,113.43357855709559,115.93414306640625,114457900,AAPL
2020-11-09,117.70213992973375,119.15754189700682,113.35546637380935,113.61919403076172,154515300,AAPL
2020-11-10,112.86704412515682,114.85967074705178,111.48000948330214,113.27729034423828,138023400,AAPL
2020-11-11,114.46896905922455,116.85230965844065,113.73638330100388,116.71556091308594,112295000,AAPL
2020-11-12,116.84254616591035,117.7314130027431,115.81692313270185,116.44206237792969,103162300,AAPL
2020-11-13,116.66671900133667,116.89137444647928,115.13317320860197,116.49089813232422,81581900,AAPL
2020-11-16,116.15881215076331,118.18074882588525,115.40669394696378,117.50677490234375,91183000,AAPL
2020-11-17,116.7741779499669,117.86816796066498,116.19787325311871,116.61788940429688,74271000,AAPL
2020-11-18,115.85599399209619,117.03789809748132,115.26015699113172,115.28945922851562,76322100,AAPL
2020-11-19,114.85966906826211,116.29553826630797,114.09778111474732,115.88529205322266,74113000,AAPL
2020-11-20,115.88529679156849,116.0122756382638,114.56664393716416,114.615478515625,73604300,AAPL
2020-11-23,114.45920273719096,114.88898878015578,111.1088434668693,111.2065200805664,127959300,AAPL
2020-11-24,111.26512618596215,113.1600762396807,109.97576812456435,112.49586486816406,113874200,AAPL
2020-11-25,112.86705623950492,114.0391905490455,112.49587466142678,113.33590698242188,76499200,AAPL
2020-11-27,113.86335645369218,114.76199315028312,113.52148460740729,113.88288879394531,46691300,AAPL
2020-11-30,114.25407557732021,118.16119960518925,114.09778703912657,116.28578186035156,169410200,AAPL
2020-12-01,118.20028020391975,120.60316075885692,117.22349912700635,119.87057495117188,127728200,AAPL
2020-12-02,119.18682076181041,120.505481144647,118.0830608551581,120.22221374511719,89004200,AAPL
2020-12-03,120.65199182191449,120.90595698113327,119.37241103320297,120.08546447753906,78967600,AAPL
2020-12-04,119.75335564285018,120.0073208033349,118.69843031675794,119.41148376464844,78260400,AAPL
2020-12-07,119.4700809338177,121.67760806582265,119.41147645892518,120.87664794921875,86712000,AAPL
2020-12-08,121.48225720881356,122.07809422262514,120.23197125291128,121.49201965332031,82225500,AAPL
2020-12-09,121.63854040920427,123.02556768253118,118.19050456748764,118.952392578125,115089200,AAPL
2020-12-10,117.70210881817248,120.99386342394624,117.36023696350695,120.37848663330078,81312200,AAPL
2020-12-11,119.58730425363264,119.90964378868306,117.75095856237984,119.5677719116211,86939800,AAPL
2020-12-14,119.75335272421145,120.48593849632398,118.71796721767839,118.952392578125,79184500,AAPL
2020-12-15,121.45296055193862,124.9303063971683,121.2478374115688,124.9107666015625,157243700,AAPL
2020-12-16,124.45167787791586,125.3893793448256,123.62140801881179,124.8423843383789,98208600,AAPL
2020-12-17,125.90707656477707,126.57129545645023,125.06704423102657,125.71172332763672,94359800,AAPL
2020-12-18,125.96569275411149,126.10244150708998,123.19163065315914,123.7190933227539,192541500,AAPL
2020-12-21,122.11717324639278,125.3307840492253,120.58362717474307,125.25263977050781,121251600,AAPL
2020-12-22,128.55418175761582,131.28917225657673,126.63968393699342,128.8179168701172,168904800,AAPL
2020-12-23,129.09140784350487,129.35512803805244,127.74344500893473,127.91927337646484,88223700,AAPL
2020-12-24,128.27087535230643,130.3611858888105,128.0559823612598,128.90577697753906,54930100,AAPL
2020-12-28,130.8788989655675,134.1511065581324,130.41003332778524,133.51620483398438,124486200,AAPL
2020-12-29,134.84465167348836,135.56746024422537,131.22078675513583,131.7384796142578,121047300,AAPL
2020-12-30,132.43200230112197,132.8324861865817,130.30261144768895,130.6151885986328,96452100,AAPL
2020-12-31,130.9667947818931,131.61147380180907,128.66159108708325,129.60906982421875,99116600,AAPL
2021-01-04,130.41979013281448,130.5076968368651,123.81674915248705,126.40522003173828,143301900,AAPL
2021-01-05,125.89730757907694,128.68113950331986,125.4479817429498,127.96807861328125,97664900,AAPL
2021-01-06,124.75446642211676,128.0071488340126,123.44557604986173,123.66046905517578,155088000,AAPL
2021-01-07,125.37960815671642,128.57368615922834,124.89121766294679,127.88016510009766,109578200,AAPL
2021-01-08,129.3551144383391,129.5504825827211,127.20619899060827,128.98394775390625,105158200,AAPL
2021-01-11,126.1903600931944,127.14760145406545,125.51637870995441,125.9852294921875,100384500,AAPL
2021-01-12,125.51636516935064,126.67873700583286,123.91444484041192,125.80940246582031,91951100,AAPL
2021-01-13,125.77031986493918,128.39786321634224,125.5065997184792,127.85086822509766,88636800,AAPL
2021-01-14,127.76295505402753,127.95830826895903,125.77031351003957,125.91683959960938,90221800,AAPL
2021-01-15,125.78987056372236,127.1964377514296,124.05120137461118,124.18795013427734,111598500,AAPL
2021-01-19,124.81307355803929,125.7214876279719,123.99258110451602,124.8619155883789,90757300,AAPL
2021-01-20,125.6726241270603,129.41369646360525,125.5651776404679,128.96437072753906,104319500,AAPL
2021-01-21,130.69330654954064,136.42700650318062,130.48817597250854,133.6920166015625,120150900,AAPL
2021-01-22,133.1157150150256,136.60283037919487,131.88497630652225,135.8409423828125,114459400,AAPL
2021-01-25,139.74808861764467,141.72117584234562,133.3696938895246,139.6015625,157611700,AAPL
2021-01-26,140.2657999485411,140.94954387426174,138.08756692906707,139.8360137939453,98390600,AAPL
2021-01-27,140.09970572045313,140.94951541070097,137.14983753597352,138.7615203857422,140843800,AAPL
2021-01-28,136.28047622181393,138.6931262527624,133.52594691185897,133.90689086914062,142621100,AAPL
2021-01-29,132.67616429116572,133.56503857337148,127.18665987069943,128.89602661132812,177523800,AAPL
2021-02-01,130.64447709526527,132.23663511827664,127.88994713431293,131.02542114257812,106239800,AAPL
2021-02-02,132.57850617042217,133.14504104670476,131.48451601180642,131.85569763183594,83305400,AAPL
2021-02-03,132.60779671715912,132.61757406703313,130.5077233148007,130.83006286621094,89880900,AAPL
2021-02-04,133.13524824047326,134.20969835709803,131.46494623573207,134.19993591308594,84183100,AAPL
2021-02-05,134.36132233921617,134.42979140398853,132.90373879747727,133.78414916992188,75693800,AAPL
2021-02-08,133.0700669616327,133.97983847702403,131.98421930396577,133.93092346191406,71297200,AAPL
2021-02-09,133.6472186633411,134.87981130485002,132.89398418993693,133.0504913330078,76774200,AAPL
2021-02-10,133.51027896407933,134.00919124583916,131.4755366325783,132.44400024414062,73046600,AAPL
2021-02-11,132.94288597227373,133.42222921972905,130.85924373219854,132.1896514892578,64280000,AAPL
2021-02-12,131.4266437121405,132.58096057062542,130.78100126920737,132.4244384765625,60145100,AAPL
2021-02-16,132.5418109985024,133.05048531230534,129.90054970151292,130.29185485839844,80576300,AAPL
2021-02-17,128.39409374989066,129.3429884368885,126.65282647260507,127.99301147460938,97918500,AAPL
2021-02-18,126.38866866719218,127.17126404667864,124.63762475309542,126.88758087158203,96856700,AAPL
2021-02-19,127.4060647121988,127.86583900131197,125.9973958201727,127.04410552978516,87668800,AAPL
2021-02-22,125.22457427942261,126.89737227917206,122.86701830596542,123.25831604003906,103916400,AAPL
2021-02-23,121.06705704042179,123.95286378441952,115.8139024055986,123.1213607788086,158273000,AAPL
2021-02-24,122.22139984991924,122.82790432920568,119.5703683530087,122.62247467041016,111039900,AAPL
2021-02-25,121.96705631635206,123.70832364732854,117.91714023140678,118.35734558105469,148199500,AAPL
2021-02-26,119.92251431654658,122.13334021289873,118.56276044849312,118.6214599609375,164560400,AAPL
