Company,RMSE (no sentiment),Accuracy (no sentiment),RMSE (with sentiment),Accuracy (with sentiment)
AAPL,0.007627241492779635,35.660877192982454,0.007263107567418082,33.92228070175438
MSFT,0.006841112569030066,33.923157894736846,0.006641723066213714,33.43280701754385
