Company,Close_Only_Accuracy,Close_Only_RMSE,Close_Only_MAE,Close_Only_MAPE,OHLCV_Accuracy,OHLCV_RMSE,OHLCV_MAE,OHLCV_MAPE
AAPL,50.63492063492063,0.03672422299370938,0.03128750031932507,6.283450021076909,48.94179894179894,0.04148188965846829,0.03532232168870629,6.558747701859186
MSFT,44.57142857142858,0.038355018524784304,0.03263922373885073,7.509568830669703,45.8994708994709,0.036680318327718356,0.030703723972703035,7.310846553475231
