Company,RMSE (no sentiment),Accuracy (no sentiment),RMSE (with sentiment),Accuracy (with sentiment)
AAPL,0.00714123440706339,33.996206896551726,0.007215795266058868,31.05637931034483
MSFT,0.007262907420653706,33.86827586206897,0.0073310704941700056,32.596724137931034
